ShowUmlDiagram,com.intellij.diagram,JB_BUNDLED,14,18,11649
UML.ShowChanges,com.intellij.diagram,JB_BUNDLED,14,16,11649
NewComposerJsonFile,com.jetbrains.php,JB_BUNDLED,14,14,11649
PublishGroup.Upload,com.jetbrains.plugins.webDeployment,JB_BUNDLED,13,361,11649
TypeScript.Enable.Service,JavaScript,JB_BUNDLED,13,56,11649
EditorToggleShowBreadcrumbs,,PLATFORM,13,55,11649
TFFmtFileAction,org.intellij.plugins.hcl,JB_NOT_BUNDLED,13,51,11649
Git.Tag,Git4Idea,JB_BUNDLED,13,47,11649
CheckinFiles,,PLATFORM,13,45,11649
EditorBreadcrumbsHideBoth,,PLATFORM,13,35,11649
Compare.SameVersion,,PLATFORM,13,31,11649
EditorCloneCaretBelow,,PLATFORM,13,29,11649
Vcs.RollbackChangedLines,,PLATFORM,13,28,11649
PySyncPythonRequirements,Pythonid,JB_BUNDLED,13,28,11649
RunPythonToolwindowAction,Pythonid,JB_NOT_BUNDLED,13,22,11649
ChangePHPInterpreter,com.jetbrains.php,JB_BUNDLED,13,21,11649
ActivateProblemsViewToolWindow,,PLATFORM,13,20,11649
ActivateFavoritesToolWindow,,PLATFORM,13,16,11649
Print,,PLATFORM,13,16,11649
WelcomeScreen.Configure.RestoreDefault,,PLATFORM,13,15,11649
RestoreDefaultSettings,,PLATFORM,13,15,11649
WelcomeScreen.DevelopPlugins,com.intellij.java,JB_BUNDLED,13,14,11649
Android.SyncProject,org.jetbrains.android,JB_BUNDLED,12,97,11649
JS.TypeScript.Compile,JavaScript,JB_BUNDLED,12,64,11649
PhpGenerateConstructor,com.jetbrains.php,JB_BUNDLED,12,52,11649
ChooseDebugConfiguration,,PLATFORM,12,51,11649
ShowKotlinBytecode,org.jetbrains.kotlin,JB_BUNDLED,12,39,11649
CompileDirty,com.intellij.java,JB_BUNDLED,12,33,11649
GemRequirements.ShowSettings,com.jetbrains.rubymine.customization,JB_BUNDLED,12,29,11649
StructuralSearchPlugin.StructuralSearchAction,,PLATFORM,12,25,11649
FindSelectionInPath,,PLATFORM,12,22,11649
ConvertJavaToKotlin,org.jetbrains.kotlin,JB_BUNDLED,12,19,11649
CloseOtherProjects,,PLATFORM,12,18,11649
LocalHistory.ShowSelectionHistory,,PLATFORM,12,17,11649
GotoClass,,PLATFORM,12,15,11649
ActivateNuGetToolWindow,,PLATFORM,12,15,11649
Find,,PLATFORM,12,15,11649
InstallNodeLocalDependencies$Root,JavaScript,JB_BUNDLED,12,14,11649
FindModal,,PLATFORM,12,13,11649
CreateLauncherScript,,PLATFORM,12,12,11649
performancePlugin.ProfileIndexingAction,com.jetbrains.performancePlugin,JB_BUNDLED,12,12,11649
ConfigureEditorTabs,,PLATFORM,12,12,11649
CMake.ReloadCMakeProject,com.intellij.clion,JB_BUNDLED,11,50,11649
PinActiveTabToggle,,PLATFORM,11,41,11649
GotoNextError,,PLATFORM,11,34,11649
FileWatcher.runForFiles,com.intellij.plugins.watcher,JB_BUNDLED,11,25,11649
Maven.ToggleLookNested,org.jetbrains.idea.maven,JB_BUNDLED,11,21,11649
ShowParameterHintsSettings,,PLATFORM,11,17,11649
RiderNuGetRestoreForceAction,,PLATFORM,11,15,11649
MoveLineDown,,PLATFORM,11,15,11649
RunConfigurationTemplatesForNewProjects,,PLATFORM,11,15,11649
ChangesView.Refresh,,PLATFORM,11,14,11649
ZoomCurrentWindow,,PLATFORM,11,13,11649
LogDebugConfigure,,PLATFORM,11,12,11649
ActivateFindToolWindow,,PLATFORM,11,11,11649
PhpListenDebugAction,com.jetbrains.php,JB_BUNDLED,10,89,11649
NextTemplateVariable,,PLATFORM,10,49,11649
ShowUsages,,PLATFORM,10,45,11649
ToggleRenderedDocPresentationForAll,,PLATFORM,10,27,11649
ExpandAllToLevel1,,PLATFORM,10,19,11649
PhpDebugBreakAtFirstLine,com.jetbrains.php,JB_BUNDLED,10,16,11649
SearchEverywhereNewToolbarAction,,PLATFORM,10,13,11649
ShowPackageDeps,,PLATFORM,10,13,11649
RecentChanges,,PLATFORM,10,12,11649
Git.Log,Git4Idea,JB_BUNDLED,10,12,11649
NewTypeScriptConfigFile,JavaScript,JB_BUNDLED,10,11,11649
NewPublicEnvironmentFile,com.jetbrains.restClient,JB_BUNDLED,10,11,11649
CollectZippedLogs,,PLATFORM,10,11,11649
EditorDelete,,PLATFORM,10,10,11649
DatabaseView.ImportDataSources,com.intellij.database,JB_BUNDLED,10,10,11649
com.intellij.ide.actionMacro.ActionMacroManager$InvokeMacroAction,,PLATFORM,9,146,11649
Cargo.RustfmtCargoProject,org.rust.lang,JB_NOT_BUNDLED,9,129,11649
ViewMembersInNavigationBar,,PLATFORM,9,56,11649
PublishGroup.UploadTo,com.jetbrains.plugins.webDeployment,JB_BUNDLED,9,54,11649
GotoDeclarationOnly,,PLATFORM,9,27,11649
ToggleCompletionHintsAction,,PLATFORM,9,25,11649
ExpandRegion,,PLATFORM,9,25,11649
VimFindActionIdAction,IdeaVIM,JB_NOT_BUNDLED,9,23,11649
PhpGenerateGetters,com.jetbrains.php,JB_BUNDLED,9,20,11649
ConfigureKotlinInProject,org.jetbrains.kotlin,JB_BUNDLED,9,19,11649
ViewInplaceComments,,PLATFORM,9,17,11649
GotoAction,,PLATFORM,9,17,11649
CloseEditor,,PLATFORM,9,17,11649
IntroduceParameter,,PLATFORM,9,16,11649
com.intellij.openapi.actionSystem.ex.InvokeQuickListAction,,PLATFORM,9,16,11649
XDebugger.SwitchWatchesInVariables,,PLATFORM,9,15,11649
AnalyzePluginStartupPerformance,,PLATFORM,9,15,11649
ActivateBuildToolWindow,,PLATFORM,9,14,11649
chart-demo,,PLATFORM,9,13,11649
CMake.OpenSettings,com.intellij.clion,JB_BUNDLED,9,13,11649
EditorToggleInsertState,,PLATFORM,9,13,11649
StateWidgetRunConfigurationsAction,,PLATFORM,9,12,11649
CaptureMemorySnapShot,com.jetbrains.performancePlugin,JB_BUNDLED,9,12,11649
PhpCSFixerAddToIgnored,com.jetbrains.php,JB_BUNDLED,9,12,11649
Scratch.ChangeLanguage,,PLATFORM,9,12,11649
SilentCodeCleanup,,PLATFORM,9,12,11649
EnablePackageJsonMismatchedDependenciesNotification,JavaScript,JB_BUNDLED,9,11,11649
HideCoverage,,PLATFORM,9,11,11649
NewPrivateEnvironmentFile,com.jetbrains.restClient,JB_BUNDLED,9,11,11649
ManageProjectTemplates,,PLATFORM,9,10,11649
EditorSelectSingleLineAtCaret,,PLATFORM,9,10,11649
Git.Ignore.File,Git4Idea,JB_BUNDLED,9,10,11649
ShowGulpTasks,JavaScript,JB_BUNDLED,9,10,11649
CreateEditorConfigFile,org.editorconfig.editorconfigjetbrains,JB_BUNDLED,9,9,11649
EditorDeleteToWordEndInDifferentHumpsMode,,PLATFORM,9,9,11649
SelectIn,,PLATFORM,8,49,11649
SurroundWithEmmet,,PLATFORM,8,43,11649
FillParagraph,,PLATFORM,8,42,11649
RescanPythonModulesAndPackages,Pythonid,JB_BUNDLED,8,25,11649
Stop,,PLATFORM,8,23,11649
RunJsbtTask,JavaScript,JB_BUNDLED,8,22,11649
CaptureCPUUsageData,com.jetbrains.performancePlugin,JB_BUNDLED,8,21,11649
StructuralSearchPlugin.StructuralReplaceAction,,PLATFORM,8,21,11649
EditorToggleShowGutterIcons,,PLATFORM,8,20,11649
ExpressionTypeInfo,,PLATFORM,8,20,11649
StartStopMacroRecording,,PLATFORM,8,20,11649
ToggleNodeCoreCodingAssistanceAction,JavaScript,JB_BUNDLED,8,17,11649
com.jetbrains.rider.actions.RiderActionsHost$MenuItemActionStub,,PLATFORM,8,16,11649
IntroduceField,,PLATFORM,8,16,11649
EditorDuplicateLines,,PLATFORM,8,15,11649
MemoryView.SwitchUpdateMode,,PLATFORM,8,15,11649
CleanSolutionAction,,PLATFORM,8,15,11649
NewPythonPackage,PythonCore,JB_BUNDLED,8,15,11649
org.jetbrains.plugins.ruby.gem.bundler.actions.RunBundlerInstallAction,org.jetbrains.plugins.ruby,JB_BUNDLED,8,14,11649
context.clear,com.intellij.tasks,JB_BUNDLED,8,14,11649
JupyterConfigureShortcutsAction,Pythonid,JB_BUNDLED,8,12,11649
PasteMultiple,,PLATFORM,8,11,11649
FileEditor.OpenDataEditor,com.intellij.database,JB_BUNDLED,8,10,11649
ConfigureIcs,org.jetbrains.settingsRepository,JB_BUNDLED,8,10,11649
tasks.configure.servers,com.intellij.tasks,JB_BUNDLED,8,10,11649
Git.Rebase.Abort,Git4Idea,JB_BUNDLED,8,10,11649
EditorTab,,PLATFORM,8,9,11649
RunConfiguration,,PLATFORM,8,9,11649
com.intellij.httpClient.actions.ConvertCurlToHttpRequestAction,com.jetbrains.restClient,JB_BUNDLED,8,9,11649
CloudConfigAction,com.intellij.CloudConfig,JB_BUNDLED,8,9,11649
GotoRelated,,PLATFORM,8,9,11649
EditSourceInNewWindow,,PLATFORM,8,8,11649
HelpTopics,,PLATFORM,8,8,11649
FixWSLFirewall,,PLATFORM,8,8,11649
ConvertToMacLineSeparators,,PLATFORM,8,8,11649
ActivateErrorsInSolutionToolWindow,,PLATFORM,8,8,11649
PublishGroup.SyncLocalVsRemote,com.jetbrains.plugins.webDeployment,JB_BUNDLED,7,65,11649
Console.TableResult.Transpose,com.intellij.database,JB_BUNDLED,7,34,11649
HidpiInfo,,PLATFORM,7,30,11649
GenerateEquals,com.intellij.java,JB_BUNDLED,7,29,11649
CloseAllUnmodifiedEditors,,PLATFORM,7,27,11649
UpdateCopyright,com.intellij.copyright,JB_BUNDLED,7,25,11649
LogFocusRequests,,PLATFORM,7,21,11649
BuildArtifact,com.intellij.java,JB_BUNDLED,7,21,11649
RunClass,,PLATFORM,7,21,11649
NextSplitter,,PLATFORM,7,20,11649
EntityFramework.InitialSetup,,PLATFORM,7,20,11649
KotlinConsoleREPL,org.jetbrains.kotlin,JB_BUNDLED,7,18,11649
AddToFavoritesPopup,,PLATFORM,7,17,11649
EditorBreadcrumbsShowBelow,,PLATFORM,7,17,11649
Maven.ToggleOffline,org.jetbrains.idea.maven,JB_BUNDLED,7,17,11649
ProjectView.OpenInPreviewTab,,PLATFORM,7,16,11649
CopyElement,,PLATFORM,7,16,11649
Maven.GroupProjects,org.jetbrains.idea.maven,JB_BUNDLED,7,14,11649
SurroundWithLiveTemplate,,PLATFORM,7,13,11649
ProjectView.ShowExcludedFiles,,PLATFORM,7,13,11649
org.intellij.plugins.markdown.ui.actions.styling.HeaderUpAction,org.intellij.plugins.markdown,JB_BUNDLED,7,12,11649
sql.ChangeDialect,com.intellij.database,JB_BUNDLED,7,12,11649
EntityFramework.AddMigration,,PLATFORM,7,12,11649
PySwitchSdkAction,com.jetbrains.pycharm.community.customization,JB_BUNDLED,7,12,11649
GenerateSetter,com.intellij.java,JB_BUNDLED,7,11,11649
RecentLocations,,PLATFORM,7,11,11649
CreateDesktopEntry,,PLATFORM,7,10,11649
CopyContentRootPath,,PLATFORM,7,10,11649
GotoFile,,PLATFORM,7,10,11649
InstallNodeLocalDependencies,JavaScript,JB_BUNDLED,7,10,11649
ExportSettings,,PLATFORM,7,10,11649
ShowNavBar,,PLATFORM,7,9,11649
CPP.NewCMakeListsFile,com.intellij.clion,JB_BUNDLED,7,9,11649
Maven.AddFileAsMavenProject,org.jetbrains.idea.maven,JB_BUNDLED,7,8,11649
GotoTypeDeclaration,,PLATFORM,7,8,11649
RiderNewSolution,,PLATFORM,7,8,11649
Vcs.QuickListPopupAction,,PLATFORM,7,8,11649
JupyterCreateFileAction,Pythonid,JB_BUNDLED,7,8,11649
Performance.ActivityMonitor,,PLATFORM,7,8,11649
rails:generator:migration,org.jetbrains.plugins.ruby,JB_BUNDLED,7,7,11649
DatabaseView.AddDataSourceFromPath,com.intellij.database,JB_BUNDLED,7,7,11649
ImportTestsFromFile,,PLATFORM,7,7,11649
